Class Name,Subscription Name,Subscription ID,Student Name,Student Email Address,VM User Name,VM User Password,VM Admin Username,VM Admin Password,Comment
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman1,GordonFreeman@contoso.com,gordon1,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman2,GordonFreeman@contoso.com,gordon2,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman3,GordonFreeman@contoso.com,gordon3,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman4,GordonFreeman@contoso.com,gordon4,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman5,GordonFreeman@contoso.com,gordon5,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman6,GordonFreeman@contoso.com,gordon6,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman7,GordonFreeman@contoso.com,gordon7,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman8,GordonFreeman@contoso.com,gordon8,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman9,GordonFreeman@contoso.com,gordon9,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman10,GordonFreeman@contoso.com,gordon10,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman11,GordonFreeman@contoso.com,gordon11,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman12,GordonFreeman@contoso.com,gordon12,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman13,GordonFreeman@contoso.com,gordon13,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman14,GordonFreeman@contoso.com,gordon14,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman15,GordonFreeman@contoso.com,gordon15,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman16,GordonFreeman@contoso.com,gordon16,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman17,GordonFreeman@contoso.com,gordon17,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman18,GordonFreeman@contoso.com,gordon18,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman19,GordonFreeman@contoso.com,gordon19,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
DS101,Logic2020,2c8dd633-e703-4181-9085-3de33d843a5b,Gordon Freeman20,GordonFreeman@contoso.com,gordon20,iXQt+Qn!zSEVO,vmadmin,HDd?^xC08#zmXC,N/A
